Game Title,Critic Score,Sales,North American Sales,Japanese Sales,EU Sales,Other Sales,Release Year,Publisher Freq,Developer Freq,Console Freq,Genre Freq
NFL Fever 2002,7.101890450799806,0.99,0.74,0.0,0.21,0.04,2001,38,3,836,2596
Rocksmith 2014,8.4,0.99,0.73,0.0,0.16,0.1,2013,1012,12,1302,147
Cars: Race-O-Rama,7.101890450799806,0.99,0.61,0.0,0.29,0.09,2009,726,51,1357,1431
The Bouncer,7.101890450799806,0.99,0.3,0.38,0.23,0.08,2001,28,28,2125,2839
Tales of Graces f,7.101890450799806,0.99,0.28,0.45,0.19,0.07,2012,333,9,1348,1490
Army of Two: The 40th Day,7.1,0.99,0.65,0.0,0.24,0.09,2010,843,15,1302,1485
DiRT 2,8.8,0.99,0.27,0.0,0.53,0.19,2009,168,75,1348,1431
PlayStation All-Stars Battle Royale,7.101890450799806,0.99,0.5,0.04,0.28,0.16,2012,568,1,1348,871
Midnight Club: LA Remix,7.7,0.99,0.52,0.0,0.28,0.19,2008,93,3,1340,1431
Apollo Justice: Ace Attorney,8.0,1.0,0.28,0.64,0.05,0.03,2008,437,294,2395,1893
The Simpsons: Hit & Run,8.2,1.0,0.77,0.0,0.2,0.03,2003,74,47,528,1431
Haze,5.6,0.99,0.49,0.02,0.33,0.15,2008,1012,12,1348,1485
Oddworld: Abe's Exoddus,8.6,0.99,0.55,0.0,0.38,0.06,1998,26,1,1130,951
Shadow The Hedgehog,4.9,0.99,0.76,0.0,0.2,0.03,2005,640,60,528,951
Disney Epic Mickey 2: The Power of Two,7.101890450799806,0.98,0.67,0.0,0.22,0.09,2012,199,5,1357,951
Tetris 2,7.101890450799806,0.98,0.62,0.21,0.13,0.02,1993,383,58,48,723
Tom Clancy's Splinter Cell: Blacklist,8.3,0.99,0.34,0.06,0.44,0.15,2013,1012,6,1348,264
Disney Tangled,7.101890450799806,0.99,0.53,0.0,0.37,0.09,2010,199,15,2395,2839
The Witcher 2: Assassins of Kings,8.8,0.98,0.27,0.0,0.56,0.14,2011,335,3,1560,1490
The LEGO Movie Videogame,7.101890450799806,0.99,0.33,0.03,0.47,0.16,2014,166,44,1348,264
Zoo Tycoon DS,4.6,0.98,0.86,0.01,0.03,0.07,2005,726,11,2395,820
Pro Evolution Soccer 2008,7.8,0.99,0.02,0.19,0.53,0.25,2008,769,409,1340,2596
WWE 2K19,7.101890450799806,0.98,0.36,0.0,0.46,0.16,2018,183,134,908,871
Fallout 3,9.0,0.98,0.02,0.0,0.88,0.07,2008,113,11,1560,1490
WWE SmackDown vs Raw 2008,7.101890450799806,0.99,0.38,0.0,0.5,0.11,2007,726,22,1357,871
Air-Sea Battle,7.101890450799806,0.98,0.91,0.0,0.06,0.01,1977,335,72,126,1485
Sniper Elite V2,7.4,0.99,0.38,0.06,0.4,0.15,2012,130,51,1348,1485
Injustice: Gods Among Us Ultimate Edition,7.101890450799806,0.98,0.46,0.0,0.35,0.17,2013,166,15,908,871
Madden NFL 10,7.101890450799806,0.98,0.88,0.0,0.0,0.1,2009,540,193,2125,2596
Wheel of Fortune,7.101890450799806,0.98,0.86,0.0,0.04,0.07,2010,726,25,1357,2003
FIFA Soccer 10,8.3,0.98,0.23,0.0,0.64,0.11,2009,540,292,1357,2596
Littlest Pet Shop: Winter,7.101890450799806,0.99,0.58,0.0,0.31,0.1,2008,843,17,2395,1121
Suikoden III,8.6,0.98,0.29,0.38,0.23,0.08,2002,769,17,2125,1490
NASCAR 99,7.101890450799806,0.99,0.94,0.0,0.04,0.01,1998,540,22,278,1431
Mario Party Advance,7.101890450799806,0.99,0.5,0.28,0.19,0.02,2005,383,106,899,2003
Donkey Kong Junior,7.101890450799806,0.97,0.9,0.0,0.05,0.01,1983,6,58,126,951
Grand Theft Auto: San Andreas,9.4,0.97,0.0,0.0,0.93,0.04,2005,93,22,1560,2839
Medal of Honor: Underground,7.101890450799806,0.97,0.54,0.0,0.37,0.06,2000,843,6,1130,1485
South Park: The Stick of Truth,7.101890450799806,0.97,0.44,0.0,0.36,0.16,2014,1012,23,1348,1490
Cars,7.101890450799806,0.97,0.85,0.0,0.05,0.07,2006,726,15,2395,1431
Dirge of Cerberus: Final Fantasy VII,5.8,0.97,0.46,0.51,0.0,0.0,2006,209,105,2125,1485
NCAA Football 06,7.101890450799806,0.97,0.73,0.0,0.21,0.03,2005,540,193,836,2596
NHL 2004,7.101890450799806,0.97,0.47,0.0,0.37,0.12,2003,540,48,2125,2596
Madden NFL 08,7.101890450799806,0.98,0.89,0.0,0.01,0.08,2007,540,193,1348,2596
Brutal Legend,8.5,0.97,0.62,0.0,0.26,0.09,2009,843,6,1302,2839
Band Hero,7.4,0.97,0.59,0.0,0.29,0.09,2009,1044,91,1357,2003
EA Sports UFC 3,7.101890450799806,0.98,0.4,0.01,0.41,0.16,2018,540,19,908,2596
Grand Theft Auto: Vice City Stories,7.101890450799806,0.97,0.78,0.03,0.03,0.13,2007,93,10,2125,2839
FIFA Soccer 2005,7.101890450799806,0.97,0.33,0.0,0.6,0.04,2004,540,292,836,2596
Skylanders: Spyro's Adventure,7.101890450799806,0.97,0.53,0.0,0.34,0.1,2011,1044,38,1302,2839
LEGO Star Wars II: The Original Trilogy,8.4,0.97,0.75,0.0,0.19,0.03,2006,138,152,528,2839
Fire Emblem: The Blazing Blade,8.8,0.97,0.49,0.29,0.18,0.01,2003,383,27,899,820
Sea of Thieves,6.9,0.96,0.6,0.0,0.27,0.09,2018,41,20,524,264
Dance Dance Revolution 2nd ReMIX,7.101890450799806,0.96,0.0,0.9,0.0,0.06,1999,769,17,1130,1121
LEGO Pirates of the Caribbean: The Video Game,7.4,0.96,0.36,0.0,0.44,0.16,2011,199,152,1348,2839
NHL 2001,7.101890450799806,0.96,0.47,0.0,0.37,0.12,2000,540,292,2125,2596
My Weight Loss Coach,7.101890450799806,0.96,0.3,0.0,0.54,0.11,2008,1012,172,2395,2596
Madden NFL 25,7.4,0.96,0.64,0.0,0.15,0.17,2013,540,193,908,2596
MLB 16: The Show,7.101890450799806,0.96,0.78,0.0,0.0,0.18,2016,19,31,908,2596
South Park: The Stick of Truth,7.101890450799806,0.96,0.6,0.0,0.27,0.09,2014,1012,23,1302,1490
Club Penguin: Game Day!,7.101890450799806,0.96,0.55,0.0,0.32,0.09,2010,199,8,1357,2003
Mass Effect 3,7.101890450799806,0.96,0.4,0.0,0.45,0.11,2012,843,6,1560,1490
Sonic & SEGA All-Stars Racing,8.0,0.96,0.36,0.0,0.44,0.16,2010,640,39,1348,1431
Tom Clancy's Ghost Recon: Future Soldier,7.101890450799806,0.96,0.41,0.09,0.33,0.13,2012,1012,67,1348,1485
Mortal Kombat Trilogy,7.101890450799806,0.96,0.72,0.0,0.22,0.02,1996,255,1,278,871
Mortal Kombat: Deadly Alliance,7.101890450799806,0.96,0.77,0.0,0.15,0.04,2002,255,17,836,871
Dark Cloud 2,8.6,0.96,0.38,0.26,0.25,0.07,2003,568,46,2125,1490
Star Soldier,7.101890450799806,0.96,0.32,0.57,0.06,0.01,1988,1,106,48,1485
Guitar Hero: Warriors of Rock,7.3,0.97,0.47,0.0,0.41,0.09,2010,1044,91,1357,2003
PilotWings Resort,6.9,0.96,0.4,0.13,0.36,0.07,2011,383,8,562,1121
Scooby-Doo! First Frights,7.101890450799806,0.96,0.84,0.0,0.04,0.07,2009,126,58,1357,1893
Gangs of London,5.0,0.96,0.3,0.0,0.43,0.22,2006,568,59,1340,1893
Jampack Summer '99,7.101890450799806,0.96,0.54,0.0,0.36,0.06,1999,568,29,1130,2003
Shinobi,7.101890450799806,0.96,0.36,0.22,0.28,0.09,2002,640,8,2125,2839
NCAA Football 2000,7.101890450799806,0.95,0.53,0.0,0.36,0.06,1999,540,45,1130,2596
Driver: San Francisco,8.2,0.95,0.24,0.01,0.53,0.17,2011,1012,9,1348,1431
Wipeout: In The Zone,7.101890450799806,0.95,0.87,0.0,0.0,0.08,2011,1044,101,1302,2003
Lost Planet 2,6.6,0.95,0.29,0.2,0.34,0.12,2010,437,294,1348,1485
LEGO Harry Potter: Years 5-7,9.0,0.96,0.36,0.0,0.45,0.15,2011,126,152,1348,2839
ESPN NBA 2K5,7.101890450799806,0.96,0.88,0.0,0.04,0.04,2004,640,134,836,2596
White Knight Chronicles: International Edition,6.3,0.95,0.34,0.36,0.16,0.09,2010,568,46,1348,1490
Mega Man Star Force Dragon / Leo / Pegasus,7.101890450799806,0.95,0.39,0.53,0.0,0.03,2007,437,294,2395,1490
Wild ARMs,8.9,0.95,0.26,0.46,0.17,0.06,1997,568,29,1130,1490
World Championship Poker,7.101890450799806,0.96,0.8,0.0,0.03,0.13,2004,149,7,2125,2003
Ben 10: Alien Force,7.101890450799806,0.96,0.65,0.0,0.22,0.09,2008,195,1,2395,2839
Wheel of Fortune,7.101890450799806,0.95,0.47,0.0,0.36,0.12,2003,335,72,2125,2003
Skylanders: Trap Team,7.101890450799806,0.95,0.41,0.0,0.46,0.08,2014,1044,38,1357,951
Tom Clancy's Splinter Cell: Chaos Theory,7.101890450799806,0.95,0.36,0.0,0.45,0.14,2005,1012,1,2125,1893
Sonic Unleashed,5.6,0.95,0.54,0.0,0.32,0.09,2008,640,60,1302,951
SpongeBob SquarePants: Battle for Bikini Bottom,7.3,0.96,0.74,0.0,0.19,0.03,2003,726,35,528,951
Kessen,7.101890450799806,0.96,0.27,0.41,0.21,0.07,2000,843,89,2125,820
Harvest Moon 3D: A New Beginning,8.2,0.96,0.41,0.31,0.18,0.06,2012,78,11,562,1121
Lego Batman 3: Beyond Gotham,7.101890450799806,0.95,0.37,0.0,0.42,0.16,2014,166,152,908,2839
Brothers In Arms: Hell's Highway,6.0,0.94,0.45,0.0,0.34,0.15,2008,1012,39,1348,1485
Hot Shots Golf Fore!,7.101890450799806,0.94,0.46,0.0,0.36,0.12,2004,568,12,2125,2596
MLB 06: The Show,7.101890450799806,0.94,0.78,0.0,0.03,0.13,2006,568,12,2125,2596
MVP Baseball 2005,7.101890450799806,0.94,0.7,0.0,0.2,0.03,2005,540,292,836,2596
Tony Hawk: RIDE,4.3,0.94,0.69,0.0,0.17,0.08,2009,1044,3,1357,2596
NBA 2K14,7.101890450799806,0.94,0.72,0.0,0.12,0.09,2013,183,134,524,2596
NCAA Football 10,8.1,0.94,0.87,0.0,0.0,0.07,2009,540,193,1302,2596
MLB 2000,7.101890450799806,0.94,0.52,0.0,0.35,0.06,1999,568,35,1130,2596
The Sims 2,7.101890450799806,0.94,0.81,0.0,0.05,0.07,2005,843,71,2395,1121
EA Sports Active 2,8.0,0.94,0.54,0.0,0.27,0.12,2010,843,19,1348,2596
Colin McRae Rally 04,7.101890450799806,0.94,0.01,0.01,0.71,0.21,2003,168,75,2125,1431
SaGa Frontier 2,7.4,0.94,0.1,0.71,0.07,0.06,2000,7,28,1130,1490
WWE SmackDown vs. Raw 2009,7.101890450799806,0.94,0.51,0.01,0.3,0.12,2008,726,22,1348,871
Midway Presents Arcade's Greatest Hits: The Atari Collection 1,7.101890450799806,0.94,0.52,0.0,0.36,0.06,1996,255,41,1130,2003
Destroy All Humans!,7.101890450799806,0.94,0.78,0.0,0.03,0.13,2005,726,33,2125,1893
The SpongeBob SquarePants Movie,6.6,0.95,0.73,0.0,0.19,0.03,2004,726,35,528,951
Prince of Persia: The Sands of Time,9.0,0.94,0.57,0.0,0.33,0.04,2003,1012,172,836,1893
Castlevania: Lament of Innocence,8.1,0.94,0.46,0.0,0.36,0.12,2003,769,43,2125,2839
Brutal Legend,7.9,0.94,0.54,0.0,0.27,0.13,2009,843,6,1348,2839
Skylanders: Spyro's Adventure,8.0,0.94,0.39,0.0,0.4,0.15,2011,1044,38,1348,2839
Borderlands 2,7.101890450799806,0.94,0.43,0.0,0.42,0.09,2012,121,39,1560,1485
Lego Batman 3: Beyond Gotham,7.101890450799806,0.94,0.48,0.0,0.37,0.08,2014,166,152,1302,2839
NCAA Football 11,8.5,0.93,0.86,0.0,0.0,0.06,2010,540,193,1302,2596
Toy Story 2: Buzz Lightyear to the Rescue!,7.101890450799806,0.93,0.71,0.0,0.2,0.01,1999,1044,152,278,951
Mega Man 4,7.101890450799806,0.93,0.51,0.32,0.09,0.01,1992,437,294,48,951
Build-A-Bear Workshop,7.101890450799806,0.93,0.85,0.0,0.01,0.07,2007,39,23,2395,1121
NCAA Football 13,7.1,0.93,0.82,0.0,0.0,0.11,2012,540,193,1348,2596
Jak and Daxter Collection,7.101890450799806,0.93,0.6,0.0,0.18,0.15,2012,568,7,1348,951
Fallout 76,5.1,0.94,0.59,0.0,0.26,0.09,2018,113,11,524,1490
Cars,7.6,0.94,0.72,0.0,0.19,0.03,2006,726,51,528,1431
Monster High: Ghoul Spirit,7.101890450799806,0.93,0.69,0.0,0.16,0.07,2011,726,86,2395,1893
Monster Trucks / Quad Desert Fury Double Value!,7.101890450799806,0.94,0.67,0.0,0.25,0.02,2005,227,11,899,1431
SnoCross Championship Racing,7.101890450799806,0.93,0.52,0.0,0.35,0.06,2000,149,3,1130,1431
LEGO The Lord of the Rings,7.101890450799806,0.93,0.48,0.0,0.37,0.08,2012,166,439,1357,2003
Monster Hunter: World,9.4,0.93,0.67,0.0,0.17,0.09,2018,437,294,524,2839
NHL 2003,7.101890450799806,0.94,0.46,0.0,0.36,0.12,2002,540,292,2125,2596
Operation Flashpoint: Dragon Rising,7.4,0.93,0.36,0.02,0.45,0.1,2009,168,75,1302,1485
Spider-Man,7.101890450799806,0.93,0.87,0.0,0.05,0.01,1982,6,4,126,2839
Teenage Mutant Ninja Turtles,7.101890450799806,0.94,0.67,0.0,0.25,0.02,2003,769,409,899,2839
SingStar Abba,7.101890450799806,0.94,0.27,0.0,0.51,0.16,2008,568,59,1348,2003
Castlevania II: Simon's Quest,7.101890450799806,0.93,0.45,0.42,0.06,0.0,1988,769,409,48,951
Tony Hawk's Pro Skater 4,7.101890450799806,0.93,0.59,0.0,0.3,0.04,2002,1044,52,836,2596
MLB 12: The Show,7.101890450799806,0.93,0.86,0.0,0.0,0.07,2012,19,31,1348,2596
Phoenix Wright: Ace Attorney,8.1,0.9300000000000002,0.44,0.39,0.05,0.05,2005,437,294,2395,1893
MLB 07: The Show,7.101890450799806,0.93,0.77,0.0,0.03,0.13,2007,568,31,2125,2596
FIFA Street (2012),7.101890450799806,0.94,0.21,0.0,0.63,0.1,2012,540,292,1302,2596
Kingdom Hearts Re:coded,6.8,0.94,0.53,0.27,0.09,0.05,2011,209,10,2395,1490
Bayonetta,8.9,0.93,0.51,0.09,0.25,0.08,2010,640,19,1302,2839
2 Games in 1 Double Pack: Finding Nemo / Monsters Inc.,7.101890450799806,0.94,0.67,0.0,0.25,0.02,2005,726,91,899,2003
Guitar Hero: Metallica,8.9,0.93,0.4,0.0,0.43,0.1,2009,1044,15,1357,2003
Xenoblade Chronicles,9.3,0.92,0.43,0.16,0.25,0.07,2012,383,12,1357,1490
BUZZ! Quiz World,7.8,0.92,0.16,0.0,0.58,0.18,2009,568,6,1348,2003
Blue Dragon,7.7,0.92,0.3,0.21,0.33,0.08,2007,92,2,1302,1490
NHL 98,7.101890450799806,0.92,0.51,0.0,0.35,0.06,1997,540,292,1130,2596
Killzone: Mercenary,7.4,0.92,0.2,0.04,0.47,0.2,2013,19,7,680,2003
Cars,7.101890450799806,0.93,0.83,0.0,0.03,0.07,2006,726,51,1357,1431
Starsky & Hutch,6.0,0.92,0.45,0.0,0.35,0.12,2003,21,2,2125,1431
Balloon Fight,7.101890450799806,0.92,0.39,0.43,0.09,0.01,1986,383,7,48,951
Top Gun: Combat Zones,7.101890450799806,0.92,0.45,0.0,0.35,0.12,2001,22,2,2125,1121
Far Cry 3,7.101890450799806,0.92,0.22,0.0,0.64,0.06,2012,1012,172,1560,1485
Nickelodeon Fit,7.101890450799806,0.92,0.76,0.0,0.09,0.07,2010,36,69,1357,2596
Dante's Inferno,7.0,0.93,0.63,0.02,0.2,0.08,2010,843,12,1302,2839
Teenage Mutant Ninja Turtles,7.101890450799806,0.92,0.45,0.0,0.35,0.12,2003,769,409,2125,2839
Space Jam,7.101890450799806,0.92,0.51,0.0,0.35,0.06,1996,195,7,1130,2596
Sonic Riders,7.101890450799806,0.92,0.71,0.0,0.18,0.03,2006,640,60,528,1431
Tobal No.1,7.7,0.92,0.12,0.66,0.08,0.06,1996,568,6,1130,871
WWE SmackDown vs. Raw 2009,7.8,0.92,0.58,0.0,0.26,0.08,2008,726,22,1302,871
NCAA Football 14,7.7,0.92,0.75,0.0,0.0,0.17,2013,540,193,1348,2596
Kung Fu Panda,7.101890450799806,0.92,0.5,0.0,0.32,0.09,2008,1044,5,1357,951
Knockout Kings 2000,7.101890450799806,0.92,0.63,0.0,0.27,0.02,1999,540,16,278,871
Crysis 3,7.6,0.92,0.51,0.01,0.32,0.08,2013,843,7,1302,1485
SSX,7.101890450799806,0.92,0.35,0.02,0.42,0.13,2012,540,292,1348,2596
SpongeBob SquarePants: The Yellow Avenger,5.7,0.92,0.55,0.0,0.21,0.16,2006,726,22,1340,2839
EA Sports Grand Slam Tennis,7.9,0.92,0.28,0.02,0.51,0.11,2009,540,19,1357,2596
007: The World is not Enough,6.4,0.92,0.51,0.0,0.35,0.06,2000,843,16,1130,1485
Overwatch,9.5,0.92,0.37,0.0,0.48,0.07,2016,12,10,1560,1485
AMF Bowling Pinbusters!,7.101890450799806,0.91,0.84,0.0,0.0,0.07,2007,10,16,1357,2596
Operation Flashpoint: Dragon Rising,7.3,0.91,0.23,0.05,0.46,0.17,2009,168,75,1348,1485
Street Hoops,7.101890450799806,0.92,0.45,0.0,0.35,0.12,2002,1044,16,2125,2596
Namco Museum,7.101890450799806,0.92,0.77,0.0,0.11,0.04,2002,175,23,836,2003
LEGO Pirates of the Caribbean: The Video Game,6.8,0.91,0.34,0.0,0.47,0.1,2011,199,152,2395,2839
Dynasty Warriors 7,5.8,0.91,0.25,0.46,0.14,0.06,2011,196,145,1348,2839
Sonic Riders: Zero Gravity,5.8,0.91,0.48,0.02,0.32,0.09,2008,640,60,1357,1431
Colin McRae Rally 2.0,8.3,0.91,0.02,0.02,0.8,0.07,2000,168,75,1130,1431
Glover,7.101890450799806,0.91,0.72,0.0,0.17,0.01,1998,20,2,278,951
Skylanders: Trap Team,7.101890450799806,0.91,0.55,0.0,0.27,0.08,2014,1044,38,1302,951
Tom Clancy's EndWar,8.0,0.92,0.58,0.01,0.24,0.09,2008,1012,21,1302,820
Tokyo Xtreme Racer 3,7.101890450799806,0.92,0.35,0.21,0.27,0.09,2003,149,34,2125,1431
Super Momotarou Dentetsu III,7.101890450799806,0.91,0.0,0.91,0.0,0.0,1994,85,106,197,1121
Assassin's Creed,7.6,0.91,0.01,0.0,0.84,0.06,2008,1012,172,1560,1893
Sonic Mega Collection Plus,7.101890450799806,0.91,0.61,0.0,0.26,0.04,2004,640,60,836,2003
Crysis 3,8.2,0.91,0.26,0.03,0.48,0.14,2013,843,7,1348,1485
Mx vs. ATV Reflex,7.101890450799806,0.91,0.52,0.0,0.26,0.13,2009,726,51,1348,1431
Knockout Kings 2002,7.101890450799806,0.92,0.45,0.0,0.35,0.12,2002,540,2,2125,2596
SOCOM 4: U.S. Navy SEALs,7.0,0.91,0.66,0.04,0.12,0.09,2011,568,9,1348,1485
Marvel: Ultimate Alliance 2,7.4,0.91,0.68,0.0,0.15,0.08,2009,1044,91,1302,1490
Final Fantasy X / X-2 HD Remaster,9.3,0.91,0.34,0.07,0.36,0.14,2015,209,105,908,1490
The Witcher 2: Assassins of Kings,7.101890450799806,0.91,0.48,0.02,0.33,0.08,2012,126,3,1302,1490
Tiger Woods PGA Tour 2002,7.101890450799806,0.91,0.44,0.0,0.35,0.12,2002,540,45,2125,2596
Lost Odyssey,7.5,0.9,0.45,0.11,0.26,0.08,2008,92,1,1302,1490
X-Men Legends,8.2,0.9,0.62,0.0,0.24,0.04,2004,1044,25,836,1490
Homefront,6.6,0.91,0.32,0.04,0.4,0.15,2011,726,5,1348,1485
The Biggest Loser: Ultimate Workout,8.0,0.9,0.73,0.0,0.1,0.07,2010,726,64,1302,2596
James Cameron's Avatar: The Game,5.8,0.9,0.32,0.0,0.43,0.15,2009,1012,172,1348,2839
Sonic Heroes,7.101890450799806,0.9,0.41,0.01,0.43,0.05,2004,640,60,836,951
LEGO Indiana Jones 2: The Adventure Continues,7.101890450799806,0.9,0.47,0.0,0.3,0.13,2009,138,152,1348,1893
Resistance: Retribution,8.0,0.9,0.27,0.05,0.36,0.22,2009,568,7,1340,1485
Far Cry 4,7.101890450799806,0.9,0.45,0.0,0.37,0.08,2014,1012,172,1302,1485
Burnout Revenge,9.0,0.9,0.75,0.0,0.03,0.12,2005,843,31,2125,1431
3Xtreme,2.9,0.9000000000000001,0.5,0.0,0.34,0.06,1999,17,439,1130,2839
Spider-Man 3,4.4,0.9,0.74,0.01,0.03,0.12,2007,1044,91,2125,951
Cars 2,8.0,0.91,0.43,0.0,0.38,0.1,2011,199,69,1357,1431
James Bond 007: Agent Under Fire,7.101890450799806,0.9,0.65,0.0,0.22,0.03,2002,843,58,836,1485
Buzz! Master Quiz,7.0,0.9,0.22,0.0,0.44,0.24,2008,568,13,1340,2003
DJ Hero,8.5,0.91,0.42,0.0,0.34,0.15,2009,1044,10,1348,2003
Mini-Yonku Shining Scorpion: Let's & Go!!,7.101890450799806,0.9,0.0,0.9,0.0,0.0,1996,23,11,197,1431
Killzone: Liberation,7.8,0.91,0.44,0.0,0.28,0.19,2006,568,7,1340,1485
Harry Potter: Quidditch World Cup,7.101890450799806,0.9,0.44,0.0,0.34,0.11,2003,843,63,2125,2596
NBA Live 2005,7.101890450799806,0.9000000000000001,0.81,0.0,0.05,0.04,2004,540,292,836,2596
Madden NFL 99,7.101890450799806,0.9,0.84,0.0,0.05,0.01,1998,540,193,278,2596
Hot Shots Tennis,7.101890450799806,0.9000000000000001,0.17,0.55,0.13,0.05,2007,568,12,2125,2596
MLB 2005,7.101890450799806,0.91,0.44,0.0,0.35,0.12,2004,568,35,2125,2596
TouchMaster 2,7.101890450799806,0.89,0.3,0.0,0.49,0.1,2008,255,7,2395,723
God of War Saga,7.101890450799806,0.89,0.74,0.0,0.0,0.15,2012,568,4,1348,2839
Finding Nemo,7.101890450799806,0.89,0.69,0.0,0.18,0.02,2003,726,152,528,2839
Resident Evil: Revelations,7.8,0.89,0.3,0.3,0.23,0.05,2012,437,294,562,2839
The Tomb Raider Trilogy,8.5,0.89,0.27,0.0,0.48,0.14,2011,209,45,1348,2839
Fortnite,7.101890450799806,0.89,0.42,0.0,0.32,0.15,2017,20,15,908,2839
Blitz: The League,7.8,0.89,0.74,0.0,0.03,0.12,2005,255,36,2125,2596
Pokémon Card GB2: GRdan Sanjou,7.101890450799806,0.89,0.0,0.89,0.0,0.0,2001,383,106,46,820
Pure,7.0,0.89,0.42,0.0,0.33,0.14,2008,199,8,1348,1431
NFL 2K2,7.101890450799806,0.89,0.44,0.0,0.34,0.11,2001,640,134,2125,2596
FIFA Soccer 09 All-Play,7.101890450799806,0.89,0.28,0.0,0.52,0.09,2008,843,292,1357,2596
MLB 2001,7.101890450799806,0.8900000000000001,0.49,0.0,0.34,0.06,2000,568,35,1130,2596
CSI: Hard Evidence,7.101890450799806,0.89,0.36,0.0,0.43,0.1,2008,1012,59,1357,1893
Samba De Amigo,6.7,0.89,0.41,0.01,0.37,0.09,2008,640,39,1357,2003
SingStar Anthems,7.101890450799806,0.89,0.0,0.0,0.68,0.2,2006,568,59,2125,2003
Minecraft: Story Mode,7.101890450799806,0.9,0.32,0.0,0.43,0.15,2015,7,59,1348,1893
Classic NES Series: The Legend of Zelda,7.101890450799806,0.89,0.46,0.24,0.17,0.02,2004,383,58,899,1893
Tiger Woods PGA Tour 12: The Masters,7.101890450799806,0.89,0.52,0.0,0.25,0.11,2011,540,193,1348,2596
Rhythm Heaven Fever,7.101890450799806,0.89,0.11,0.77,0.0,0.01,2012,383,1,1357,147
Tiger Woods PGA Tour 06,7.101890450799806,0.89,0.74,0.0,0.03,0.12,2005,540,45,2125,2596
Call of Duty: World at War,7.4,0.89,0.56,0.0,0.25,0.08,2008,1044,32,2395,1485
Fire Emblem: The Sacred Stones,8.4,0.9,0.42,0.3,0.16,0.02,2005,383,27,899,820
Injustice 2,7.101890450799806,0.9,0.65,0.0,0.16,0.09,2017,166,15,524,871
Dissidia 012: Duodecim Final Fantasy,8.3,0.89,0.21,0.46,0.13,0.09,2011,209,105,1340,871
Madagascar,5.5,0.89,0.62,0.0,0.24,0.03,2005,1044,91,899,951
The Simpsons Game,7.5,0.89,0.38,0.0,0.36,0.14,2007,843,58,1348,951
Ni no Kuni II: Revenant Kingdom,8.7,0.89,0.33,0.12,0.31,0.13,2018,327,46,908,1490
Fossil Fighters,6.9,0.89,0.83,0.0,0.0,0.06,2009,383,21,2395,1490
Seiken Densetsu 3,7.101890450799806,0.89,0.0,0.89,0.0,0.0,1995,28,28,197,1490
Assassin's Creed III,8.6,0.8900000000000001,0.28,0.0,0.54,0.07,2012,1012,172,1560,264
ESPN NHL 2K5,7.101890450799806,0.88,0.43,0.0,0.33,0.11,2004,640,28,2125,2596
Star Wars: The Force Unleashed,7.101890450799806,0.88,0.5,0.0,0.29,0.09,2008,138,32,2395,2839
Buzz! Quiz TV,7.9,0.88,0.28,0.0,0.47,0.13,2008,568,13,1348,2003
Buzz! The Mega Quiz,7.101890450799806,0.88,0.32,0.0,0.06,0.5,2007,568,13,2125,2003
WWE SmackDown vs. Raw 2011,7.1,0.88,0.44,0.0,0.35,0.08,2010,726,10,1302,871
The Lord of the Rings: War in the North,6.6,0.88,0.55,0.0,0.24,0.08,2011,126,11,1302,1490
Rock Band 3,9.4,0.88,0.73,0.0,0.09,0.06,2010,44,62,1302,2003
NBA 2K6,7.101890450799806,0.88,0.43,0.0,0.34,0.11,2005,183,439,2125,2839
Mega Man 8 Anniversary Collector's Edition,7.101890450799806,0.8900000000000001,0.44,0.09,0.3,0.06,1997,437,294,1130,951
LEGO Harry Potter Collection,7.101890450799806,0.88,0.07,0.0,0.68,0.13,2016,166,152,908,2839
Monster 4x4: World Circuit,7.101890450799806,0.8800000000000001,0.8,0.01,0.0,0.07,2006,1012,172,1357,1431
LittleBigPlanet Karting,7.101890450799806,0.88,0.42,0.01,0.31,0.14,2012,568,6,1348,1431
F1 2009,6.8,0.88,0.15,0.0,0.62,0.11,2009,168,39,1357,1431
Call of Juarez: Bound in Blood,7.7,0.89,0.35,0.01,0.38,0.15,2009,1012,19,1348,1485
F1 2010,8.4,0.88,0.18,0.01,0.59,0.1,2010,168,21,1302,1431
Star Wars: Rebel Assault II - The Hidden Empire,7.101890450799806,0.8800000000000001,0.49,0.0,0.33,0.06,1996,138,6,1130,1485
Call of Duty: Modern Warfare 2,9.0,0.88,0.01,0.0,0.79,0.08,2009,1044,28,1560,1485
Madden NFL 08,7.101890450799806,0.88,0.8,0.0,0.0,0.07,2007,540,193,1357,2596
Sonic Chronicles: The Dark Brotherhood,7.3,0.88,0.5,0.01,0.29,0.08,2008,640,20,2395,1490
Enduro,7.101890450799806,0.8700000000000001,0.81,0.0,0.05,0.01,1983,1044,101,126,1431
Wizards of Waverly Place,7.101890450799806,0.87,0.59,0.0,0.2,0.08,2009,199,11,2395,2003
The Evil Within,7.101890450799806,0.87,0.27,0.13,0.35,0.12,2014,113,6,1348,2003
Vagrant Story,9.3,0.87,0.3,0.3,0.2,0.06,2000,7,28,1130,1490
Kingdom Hearts Re: Chain of Memories,7.2,0.88,0.73,0.0,0.03,0.12,2008,209,11,2125,1490
Kingdoms of Amalur: Reckoning,7.101890450799806,0.8700000000000001,0.55,0.01,0.24,0.07,2012,843,2,1302,1490
